id,y_true,y_pred,absolute_error
1735537359.06597,71.0,85.6354697681792,14.635469768179206
1735537368.331935,132.0,246.2940438816869,114.29404388168696
1735537378.528251,292.0,200.6597719852188,91.34022801478122
1735537387.597678,72.0,79.33316712217174,7.333167122171744
1735537397.83936,95.0,146.27173897170897,51.27173897170897
1735537407.968082,346.0,268.4529317304527,77.54706826954731
1735537416.402712,182.0,118.06323326559342,63.936766734406575
1735537426.513809,341.0,261.50330095372067,79.49669904627933
1735537436.574578,75.0,73.14153913173813,1.858460868261872
1735537445.813953,232.0,230.141733316522,1.858266683478036
1735537455.88719,168.0,142.2101684258435,25.78983157415649
1735537466.217945,138.0,171.82608717603588,33.826087176035884
1735537476.420155,77.0,77.25157679390556,0.2515767939055564
1735537485.267665,265.0,165.79595853246482,99.20404146753518
1735537495.473495,214.0,146.99859729435818,67.00140270564182
1735537505.654319,80.0,79.05271657222744,0.947283427772561
1735537515.502484,109.0,156.8133580599175,47.81335805991751
1735537525.687989,321.0,235.29901729836644,85.70098270163356
1735537535.110621,321.0,235.29901729836644,85.70098270163356
1735537545.300451,44.0,126.37027691629643,82.37027691629643
1735537555.542038,257.0,190.66264878136707,66.33735121863293
1735537564.512125,150.0,148.98348937882523,1.016510621174774
1735537574.961033,103.0,141.6961149420415,38.696114942041504
1735537585.352024,222.0,198.06602002302927,23.93397997697068
1735537594.173019,183.0,115.87639955548843,67.12360044451157
1735537604.736601,236.0,230.5772242337341,5.422775766265886
1735537615.534685,139.0,125.3000414745436,13.69995852545641
1735537625.177231,252.0,240.84721173414744,11.152788265852536
1735537635.390593,111.0,106.90170583652416,4.098294163475828
1735537645.872058,275.0,218.13861770833944,56.86138229166056
1735537654.790186,78.0,189.0605513791123,111.0605513791123
1735537665.250275,248.0,223.740482745929,24.259517254071
1735537675.708608,163.0,213.92295234626727,50.92295234626727
1735537684.501958,150.0,148.98348937882523,1.016510621174774
1735537694.7114,53.0,125.2198127182126,72.21981271821261
1735537704.937992,259.0,158.27435685146017,100.72564314853985
1735537713.972234,91.0,174.51578955312337,83.51578955312337
1735537724.194576,262.0,179.75166110044952,82.24833889955048
1735537734.305363,89.0,115.86775938785144,26.86775938785144
1735537743.568876,214.0,146.99859729435818,67.00140270564182
1735537753.906293,139.0,125.3000414745436,13.69995852545641
1735537764.200223,40.0,136.2340653108199,96.23406531081989
1735537773.269339,116.0,45.00931180037145,70.99068819962855
1735537783.609598,189.0,204.06083656673707,15.060836566737066
1735537794.057615,158.0,95.3081803713743,62.691819628625694
1735537803.41589,92.0,77.8291328074616,14.170867192538395
1735537814.024216,268.0,225.1286032036448,42.871396796355214
1735537824.573813,128.0,72.73110766827678,55.26889233172322
1735537833.565688,97.0,106.35234546947196,9.35234546947197
1735537843.894856,277.0,178.25972601853587,98.74027398146411
1735537854.424482,220.0,211.8592093316652,8.14079066833483
1735537864.262427,274.0,245.4709782980075,28.52902170199249
1735537874.60222,154.0,159.34185386962795,5.341853869627954
1735537884.839123,217.0,180.13119806631482,36.86880193368518
1735537893.78433,95.0,146.27173897170897,51.27173897170897
1735537904.075858,283.0,184.7811857177076,98.21881428229248
1735537913.293028,232.0,230.141733316522,1.858266683478036
1735537923.614865,91.0,180.6721866536716,89.67218665367162
1735537933.896992,90.0,177.2721604731096,87.27216047310961
1735537943.178226,216.0,170.65576194574703,45.34423805425297
1735537953.424171,97.0,110.07273590446454,13.072735904464537
1735537963.760739,89.0,76.80048893276454,12.199511067235465
1735537973.050501,51.0,83.06700705458265,32.067007054582646
1735537983.312874,179.0,115.06927393282328,63.93072606717672
1735537993.574618,141.0,154.60020867217975,13.600208672179749
1735538002.916606,185.0,145.42886478164905,39.571135218350975
1735539414.629826,65.0,53.72923884480225,11.270761155197746
1735539424.684324,151.0,164.48803383176866,13.48803383176866
1735539435.39277,88.0,104.57638949869414,16.57638949869414
1735539444.37696,95.0,152.75921551728555,57.759215517285554
1735539454.397504,184.0,165.48778814485598,18.512211855144017
1735539464.988346,129.0,106.83685612017888,22.16314387982112
1735539474.490232,91.0,174.51578955312337,83.51578955312337
1735539485.16436,292.0,195.91816334725576,96.08183665274422
1735539495.736671,252.0,166.8224015018536,85.17759849814641
1735539504.409524,151.0,164.48803383176866,13.48803383176866
1735539515.017101,103.0,129.83194068571228,26.831940685712283
1735539525.087252,283.0,189.1919907507226,93.8080092492774
1735539534.160595,200.0,151.24730648245344,48.75269351754656
1735539544.759208,257.0,226.7771022027564,30.222897797243604
1735539555.300842,270.0,236.7112423722472,33.28875762775283
1735539564.242475,163.0,189.9584135315862,26.95841353158619
1735539574.609722,61.0,145.627557515996,84.62755751599599
1735539583.91332,94.0,97.80444810874128,3.8044481087412834
1735539595.069429,281.0,253.3073511962559,27.69264880374413
1735539605.469414,310.0,258.030719810275,51.969280189725
1735539614.513103,259.0,221.07802261365345,37.92197738634656
1735539624.601321,209.0,157.93215937839972,51.06784062160028
1735539634.854756,178.0,128.0483408239053,49.951659176094665
1735539643.731651,214.0,133.615306319189,80.38469368081101
